,Main_Material,Main_Value,Addition_Material,Percent_of_Addition_Material,Attempt,Temperature,x/z,angle,b,Value,cap_const,sigma
0,Glyc,200,alc,2,3,23,-1.9534883720930232,-1.0471975511965976,0.6100000000000001,1.5452738825751957,39082.617824419416,0.3162684765777616
